"tID","FILER_NAME","DATE1_10","IN_TRANSACTION_CODE","AMOUNT_70","nOutTrans","totalOut"
"10016748","LCCP (LIVINGSTON COUNTY CONSERVATIVE PARTY)",2013-10-28,"A",500,4,3983.92
"10016749","LCCP (LIVINGSTON COUNTY CONSERVATIVE PARTY)",2013-10-30,"A",2400,2,426.95
"10016863","LCCP (LIVINGSTON COUNTY CONSERVATIVE PARTY)",2015-04-21,"A",500,5,366.41
"10028332","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-06-27,"A",300,1,1214.25
"10028339","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-05-11,"B",225,1,2635.5
"10028343","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-05-28,"B",175,1,2635.5
"10028357","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-05-28,"G",175,1,2635.5
"10028358","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-06-03,"G",200,2,3849.75
"10028359","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-06-03,"G",175,2,3849.75
"10028362","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-06-27,"G",175,1,1214.25
"10028368","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2013-09-05,"G",5166.93,1,3671.27
"10028370","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2014-06-11,"A",350,2,1164.36
"10028420","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2014-06-11,"C",475,2,1164.36
"10028473","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2015-06-11,"A",250,3,1596.38
"10028475","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2015-06-11,"A",275,3,1596.38
"10028482","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2015-06-11,"A",300,3,1596.38
"10028547","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2015-06-10,"A",275,3,1596.38
"10028564","CHAUTAUQUA COUNTY CONSERVATIVE COMMITTEE",2015-06-10,"G",500,3,1596.38
"1336418","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-07-30,"B",5000,4,24231.98
"1336440","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-07-30,"C",3850,4,24231.98
"1336819","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-11-12,"A",2500,7,13871.11
"1336826","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-11-12,"A",5000,7,13871.11
"1336830","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-11-17,"B",3000,5,13461.49
"1336831","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-11-17,"B",2000,5,13461.49
"1336941","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-07-06,"C",5000,6,14396.19
"1336972","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-06-15,"G",381201.78,2,6920.81
"1337041","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-03-29,"A",3000,3,1405.68
"1337118","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-24,"A",1000,3,2813.82
"1337131","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-24,"A",1000,3,2813.82
"1337171","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-01-21,"A",3000,2,12197.74
"1337174","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-24,"A",1000,3,2813.82
"1337250","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-11,"B",1000,2,2397.48
"1337258","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-05-12,"B",4000,4,13098.05
"1337265","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-01-19,"B",1000,2,12197.74
"1337277","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-17,"B",2000,2,2397.48
"1337315","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-17,"C",5000,2,2397.48
"1337322","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-11,"C",1000,2,2397.48
"1337358","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-16,"C",1000,2,2397.48
"1337364","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-11,"C",1000,2,2397.48
"1337454","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-05-12,"G",2000,4,13098.05
"1337455","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-03-29,"G",3000,3,1405.68
"1337476","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-02,"G",3000,3,12966.58
"1337477","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-03-29,"G",3000,3,1405.68
"1337480","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-01-21,"G",3000,2,12197.74
"1337485","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-01-29,"G",3000,2,11466.58
"1337492","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-04-14,"G",2000,1,912.6
"1337496","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-02-11,"G",1000,2,2397.48
"1337506","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-01-19,"G",3000,2,12197.74
"1337518","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-09-19,"A",10000,139,795509.57
"1337620","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-08-16,"A",3000,37,105239.3
"1337636","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-07-31,"A",5000,21,65677.77
"1337686","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-09-20,"A",2500,148,855215.94
"1337752","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-09-13,"B",5000,138,709906.59
"1337757","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-09-11,"B",2500,134,689961.72
"1337819","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-08-22,"C",5000,61,252164.02
"1338149","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-03,"A",10000,151,1154306.99
"1338161","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-24,"A",5000,75,552716.7
"1338169","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-03,"A",5000,151,1154306.99
"1338210","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-10,"A",10000,134,1065432.07
"1338221","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-03,"A",15000,151,1154306.99
"1338228","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-12,"A",10000,112,973464.03
"1338234","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-03,"A",5000,151,1154306.99
"1338246","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"A",5000,97,864581.09
"1338259","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-19,"A",5000,97,864581.09
"1338261","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-24,"A",10000,75,552716.7
"1338265","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"A",5000,97,864581.09
"1338275","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-19,"A",5000,97,864581.09
"1338279","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-10,"A",2000,134,1065432.07
"1338292","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"A",15000,97,864581.09
"1338304","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-03,"A",20000,151,1154306.99
"1338317","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-05,"B",2000,135,1060777.28
"1338321","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-06,"B",2500,129,1029173.39
"1338336","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-05,"B",2000,135,1060777.28
"1338356","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-05,"B",5000,135,1060777.28
"1338364","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-24,"B",2000,75,552716.7
"1338366","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"B",5000,97,864581.09
"1338383","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"B",5000,97,864581.09
"1338388","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-18,"B",5000,97,864581.09
"1338412","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-05,"C",2500,135,1060777.28
"1338542","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-06,"G",3000,129,1029173.39
"1338544","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-11,"G",3100,121,1005935.35
"1338549","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-05,"G",8000,135,1060777.28
"1338555","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-24,"G",2500,75,552716.7
"1338597","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-02,"A",2500,26,147626.53
"1338599","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-22,"A",5000,3,9500
"1338600","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-02,"A",25000,26,147626.53
"1338613","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-03,"A",10000,21,103542.61
"1338616","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-01,"A",2000,29,159679.53
"1338628","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-22,"A",3000,3,9500
"1338630","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-07,"A",2500,19,97005.81
"1338633","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-04,"A",5000,20,102505.81
"1338640","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-31,"B",2500,31,215394.53
"1338641","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-31,"B",2500,31,215394.53
"1338647","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-09,"B",2500,13,75941.13
"1338666","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-07,"C",2400,19,97005.81
"1338669","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-01,"C",3000,29,159679.53
"1338670","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-06,"C",5000,19,97005.81
"1338683","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-31,"C",5000,31,215394.53
"1338684","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-11-09,"C",10000,13,75941.13
"1338756","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-30,"G",2500,38,254374.91
"1338767","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-10-31,"G",35000,31,215394.53
"1339005","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-02-07,"G",3000,50,19463.47
"1339006","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-02-04,"G",3000,38,17722.24
"1339039","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-12-17,"A",3000,6,13577.57
"1339068","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",1999-12-17,"B",5000,6,13577.57
"1339342","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-05-22,"A",2500,8,17980.71
"1339429","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-04-11,"B",2000,8,22389.45
"1339572","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-04-11,"E",5315.4,8,22389.45
"1339573","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2000-07-06,"E",2980.64,5,29974.56
"1340132","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2001-01-31,"G",3000,6,13478
"1340227","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-09-13,"A",5000,37,534964.32
"1340365","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-07-25,"C",3500,14,69012.08
"1340375","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-07-25,"C",2500,14,69012.08
"1340479","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-09-13,"G",3500,37,534964.32
"1340500","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-11,"A",5000,87,1147092.92
"1340501","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-10,"A",5000,87,1147092.92
"1340505","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-10,"A",5000,87,1147092.92
"1340520","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-07,"A",5000,97,1219574.24
"1340521","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-07,"A",5000,97,1219574.24
"1340522","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-10,"A",5000,87,1147092.92
"1340523","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-07,"A",2000,97,1219574.24
"1340525","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-10,"A",5000,87,1147092.92
"1340526","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-02,"A",10000,90,1331159.32
"1340535","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-11,"A",5000,87,1147092.92
"1340540","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-11,"A",3000,87,1147092.92
"1340546","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-02,"A",2000,90,1331159.32
"1340562","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-11,"B",2000,87,1147092.92
"1340640","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-17,"G",3700,82,964986.56
"1340647","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-21,"G",4000,77,835392.56
"1340654","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-18,"G",5000,82,964986.56
"1340698","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-23,"A",10000,62,648158.36
"1340705","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-28,"A",10000,56,364134.5
"1340706","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-24,"A",5000,61,588158.36
"1340717","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-24,"A",10000,61,588158.36
"1340726","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-11-01,"A",2500,27,91794.73
"1340732","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-25,"A",10000,56,514858.36
"1340746","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-24,"B",3000,61,588158.36
"1340751","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-24,"B",2500,61,588158.36
"1340778","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-29,"C",7300,52,308465.5
"1340782","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-11-13,"C",2500,7,27303.47
"1340873","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-23,"G",30000,62,648158.36
"1340880","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-11-13,"G",3000,7,27303.47
"1340881","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-24,"G",5000,61,588158.36
"1340890","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-10-29,"G",4750,52,308465.5
"1340987","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-01-25,"G",2000,20,202814.83
"1341107","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-03-05,"B",2000,5,29381.88
"1341185","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-03-06,"G",4000,5,29381.88
"1341370","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2001-09-24,"B",5000,3,6934.11
"1341666","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-04-17,"B",2000,3,5271.87
"1341734","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-04-15,"C",3000,3,5271.87
"1341793","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2002-04-11,"G",4000,9,15157.87
"1341865","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-09-19,"A",3000,13,174332.47
"1341879","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-08-18,"A",10000,10,43966.84
"1341969","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-09-26,"B",2500,17,189733.15
"1341986","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-08-27,"C",4000,12,112460.92
"1342118","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-10-20,"A",10000,13,59147.42
"1342271","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2003-10-30,"G",6000,6,11186.89
"1342810","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-09-20,"A",10000,130,989681.45
"1342861","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-08-31,"A",3000,52,308606.86
"1342992","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-09-13,"B",2500,90,767975.66
"1343011","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-07-28,"C",3500,7,39952.99
"1343052","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-08-06,"C",2500,5,36842.99
"1343117","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-09-20,"G",4000,130,989681.45
"1343204","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-14,"A",2500,78,603144.63
"1343207","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-12,"A",25000,97,668735.68
"1343208","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-12,"A",25000,97,668735.68
"1343257","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-12,"C",10000,97,668735.68
"1343387","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-18,"G",4000,66,565727.63
"1343418","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-23,"A",6000,21,194386.84
"1343427","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-23,"A",5000,21,194386.84
"1343450","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-23,"B",5000,21,194386.84
"1343454","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-23,"B",5000,21,194386.84
"1343470","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-22,"C",5000,25,229068.84
"1343478","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-19,"C",5000,65,565716.38
"1343484","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-25,"C",5000,21,194386.84
"1343552","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-10-25,"G",5000,21,194386.84
"1343718","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-01-20,"A",15000,10,166294.02
"1344195","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-08-17,"A",3000,16,106043.74
"1344512","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-05-19,"B",2500,5,31276.34
"1344515","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-05-19,"B",2500,5,31276.34
"1344686","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-05-10,"G",7100,7,34943.47
"1344687","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-05-10,"G",3000,7,34943.47
"1344771","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-12-14,"A",5000,5,24679.54
"1344792","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2004-12-14,"C",10000,5,24679.54
"1344904","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-08-24,"A",5000,49,122770.91
"1344955","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-08-24,"C",3500,49,122770.91
"1345011","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-08-24,"G",10000,49,122770.91
"1345118","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-09-12,"B",20000,105,501999.51
"1345184","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-09-12,"G",3000,105,501999.51
"1345289","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-09-26,"G",13000,146,982550.32
"1345293","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-09-26,"G",4000,146,982550.32
"1345296","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-09-26,"G",3000,146,982550.32
"1345319","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-23,"A",45000,112,777208.23
"1345334","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-23,"B",5000,112,777208.23
"1345345","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-23,"C",50000,112,777208.23
"1345472","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-13,"G",6000,125,1011716.06
"1345478","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-16,"G",50000,141,1020492.37
"1345486","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-18,"G",3000,129,933838.38
"1345522","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-11-01,"A",2500,43,354408.3
"1345557","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-11-01,"B",2500,43,354408.3
"1345561","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-27,"B",5000,73,459876.88
"1345572","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-27,"C",5000,73,459876.88
"1345706","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-11-03,"G",4000,29,83333.71
"1345707","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-11-03,"G",3000,29,83333.71
"1345726","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-10-31,"G",50000,50,366078.32
"1345930","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-03-27,"B",3000,15,42054.46
"1345932","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-03-28,"B",2500,16,46235.38
"1346022","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-03-27,"G",4000,15,42054.46
"1346079","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-02-24,"A",2500,8,64298.66
"1346096","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-04-20,"A",5000,15,52533.23
"1346099","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-03-02,"A",5000,6,13887.17
"1346151","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-05-22,"B",2500,9,7297.86
"1346278","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-02-22,"G",12050,13,105293.66
"1346279","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-02-17,"G",7650,21,175159.29
"1346297","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-03-02,"G",10000,6,13887.17
"1346321","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-12-01,"A",5000,3,26151.81
"1346349","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2005-12-16,"A",5000,4,31091.99
"1346478","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-05-31,"A",10000,7,2891.2
"1346487","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-06-06,"A",10000,6,2066.2
"1346514","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-06-01,"B",5000,7,2891.2
"1346518","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-06-26,"C",4000,6,9234.62
"1346773","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-20,"A",5000,9,135686.96
"1346803","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-27,"A",20000,9,152788.72
"1346827","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-27,"A",6000,9,152788.72
"1346918","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-05-18,"A",5000,7,1932.25
"1347023","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-20,"B",2500,9,135686.96
"1347025","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-08-01,"B",2500,11,166600.12
"1347028","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-06-28,"B",2500,23,420408.38
"1347033","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-06-28,"B",2500,23,420408.38
"1347133","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-05-18,"C",10000,7,1932.25
"1347210","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-08-22,"D",3975,7,21763.9
"1347422","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-12-20,"B",10000,4,2367.74
"1347423","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2006-12-20,"B",3278.67,4,2367.74
"1347490","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-10,"A",5000,17,340052.28
"1347506","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2007-07-10,"B",2500,17,340052.28
"1347562","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-07-17,"A",5000,8,28776.36
"1347563","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-07-17,"A",5000,8,28776.36
"1347617","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-08-12,"A",5000,21,91875.69
"1347622","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-08-12,"A",5000,21,91875.69
"1347667","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-08-20,"G",2500,23,110499.35
"1347878","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-09-26,"C",7500,105,1143372.84
"1347880","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-09-26,"C",7500,105,1143372.84
"1347881","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-09-26,"C",7500,105,1143372.84
"1347895","REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE",2008-09-26,"C",7500,105,1143372.84
