"tID","FILER_NAME","DATE1_10","IN_TRANSACTION_CODE","AMOUNT_70","nOutTrans","totalOut"
"46610","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"C",5000,23,411151.15
"46616","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-14,"C",5000,17,382264.6
"46617","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"C",32630,23,411151.15
"46618","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"C",17370,23,411151.15
"46625","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"C",5000,23,411151.15
"46626","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"C",10000,23,411151.15
"46714","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-10-24,"G",1e+05,92,1790901.77
"46716","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-10-25,"G",25000,74,1298122.65
"46720","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-10-31,"G",12231.14,33,696014.09
"46722","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-10-31,"G",75000,33,696014.09
"46723","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-11-07,"G",11791.7,23,411151.15
"46788","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-01-18,"C",76500,89,1385842.33
"46832","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-01-23,"G",50000,71,1244198.43
"47000","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-02-27,"A",15000,77,205330
"47273","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-01-30,"C",10000,106,817170.7
"47291","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-02-06,"C",10000,121,343319.11
"47363","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-02-27,"C",7500,77,205330
"47800","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-08-29,"C",18500,2,1057.18
"47895","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-11-21,"C",50000,3,2664.21
"47900","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-11-28,"C",6000,3,2664.21
"47906","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-12-12,"C",25000,12,36680.51
"47920","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-10-31,"C",7500,11,25518.7
"47993","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2001-07-25,"G",8000,15,77243.41
"48501","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-17,"A",10000,8,6224.5
"48504","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-17,"A",10000,8,6224.5
"48592","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-24,"A",5000,6,3101.76
"48622","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"A",10000,3,1386.26
"48624","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"A",25000,3,1386.26
"48678","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"A",10000,3,1386.26
"48690","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-15,"A",5000,2,1200.28
"48693","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-15,"A",10000,2,1200.28
"48828","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-19,"A",30000,22,57749.11
"48847","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-07-03,"A",5000,33,153655.9
"48860","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-03-13,"B",10000,52,84669.8
"48873","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-10,"B",5000,16,8798.39
"48878","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-17,"B",5000,8,6224.5
"48881","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-17,"B",5000,8,6224.5
"48885","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-17,"B",5000,8,6224.5
"48889","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-24,"B",5000,6,3101.76
"48908","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48909","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48910","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48912","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48915","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48917","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48918","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48919","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48920","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48929","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48934","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"B",5000,3,1386.26
"48937","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-15,"B",5000,2,1200.28
"48940","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-15,"B",6000,2,1200.28
"48974","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-05,"B",25000,9,14888.23
"48978","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-12,"B",30000,16,56858.28
"49017","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-26,"B",5000,22,84623.11
"49025","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-03-13,"C",10000,52,84669.8
"49028","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-03-20,"C",20000,36,7119.86
"49044","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-03-27,"C",76500,15,7353.37
"49045","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-03-27,"C",20000,15,7353.37
"49050","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-03,"C",20000,15,8825.28
"49051","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-03,"C",5000,15,8825.28
"49059","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-04-10,"C",10000,16,8798.39
"49090","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"C",5000,3,1386.26
"49105","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"C",5000,3,1386.26
"49108","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"C",10000,3,1386.26
"49117","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-08,"C",10000,3,1386.26
"49126","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-05-15,"C",5000,2,1200.28
"49160","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-26,"C",22000,22,84623.11
"49165","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2002-06-26,"C",5000,22,84623.11
"49357","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-01-30,"A",5000,1,115.07
"49363","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-02-06,"A",5000,2,30115.07
"50180","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-17,"A",5000,2,20166.05
"50181","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-17,"A",5000,2,20166.05
"50186","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-05-08,"A",5000,2,5166.05
"50376","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"B",5000,3,27666.05
"50378","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-17,"B",5000,2,20166.05
"50531","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-03-20,"C",84400,2,7754.78
"50534","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-03-20,"C",5000,2,7754.78
"50536","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-03-20,"C",5000,2,7754.78
"50540","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-03-27,"C",5000,3,27754.78
"50546","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"C",5000,3,27666.05
"50547","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"C",5000,3,27666.05
"50548","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"C",5000,3,27666.05
"50549","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"C",5000,3,27666.05
"50550","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"C",25000,3,27666.05
"50555","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-24,"C",15000,2,5166.05
"50598","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-05-22,"C",5000,1,136.3
"50733","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-04-10,"G",7500,3,27666.05
"50827","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-09-09,"A",10000,254,2271299.05
"50929","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-08-05,"C",6250,67,397791.86
"50982","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-08-19,"C",20000,61,1150496.34
"51014","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-09-09,"C",5000,254,2271299.05
"51029","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-09-16,"C",8500,290,2835023.15
"51041","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-09-23,"C",25000,311,3919752.05
"51328","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-07,"A",15000,348,4710586.47
"51358","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"A",25000,378,3595465.01
"51359","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"A",25000,378,3595465.01
"51360","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"A",25000,378,3595465.01
"51361","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"A",20000,378,3595465.01
"51364","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-07,"B",5000,348,4710586.47
"51392","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-07,"C",5000,348,4710586.47
"51406","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-07,"C",83000,348,4710586.47
"51423","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"C",15000,378,3595465.01
"51642","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-14,"G",6000,378,3595465.01
"51684","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-21,"A",5000,368,2623148.88
"51704","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-21,"A",34000,368,2623148.88
"51710","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51711","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51712","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",10000,227,1156509.35
"51725","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51735","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51736","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51737","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"A",5000,227,1156509.35
"51756","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"A",5000,154,394930.66
"51783","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51788","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51789","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51791","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51793","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51794","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51795","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"B",5000,227,1156509.35
"51832","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"B",5000,154,394930.66
"51834","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"B",5000,154,394930.66
"51836","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"B",5000,154,394930.66
"51837","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"B",5000,154,394930.66
"51845","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"B",5000,154,394930.66
"51871","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-21,"C",5000,368,2623148.88
"51876","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-21,"C",5000,368,2623148.88
"51880","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-21,"C",5000,368,2623148.88
"51920","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-10-28,"C",5000,227,1156509.35
"51938","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"C",5000,154,394930.66
"51949","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-11-04,"C",5000,154,394930.66
"52393","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-07-24,"A",10000,1,188.04
"52435","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"A",5000,1,162.92
"52444","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"A",5000,1,162.92
"52446","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"A",5000,1,162.92
"52448","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"A",5000,1,162.92
"52450","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"A",5000,1,162.92
"52462","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-11,"A",10000,1,165.44
"52515","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-06,"A",5000,6,75402.02
"52517","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52518","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",20000,1,138.67
"52519","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",10000,1,138.67
"52523","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52525","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52526","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",25000,1,138.67
"52527","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",65000,1,138.67
"52528","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",25000,1,138.67
"52529","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",20000,1,138.67
"52530","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52531","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52535","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-11-20,"A",5000,1,138.67
"52575","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-08-21,"B",5000,1,162.92
"52576","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-08-21,"B",5000,1,162.92
"52586","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"B",5000,1,162.92
"52588","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-04,"B",5000,1,162.92
"52642","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-07-24,"C",25000,1,188.04
"52654","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-08-07,"C",25000,1,188.04
"52670","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-08-07,"C",5000,1,188.04
"52765","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-11,"C",9000,1,165.44
"52766","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-18,"C",5000,1,165.44
"52784","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-25,"C",5000,2,20165.44
"52788","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-09-25,"C",84500,2,20165.44
"52889","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-12-04,"C",15000,1,138.67
"52890","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2003-12-04,"C",10000,1,138.67
"52951","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"A",5000,1,143.29
"52962","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-02-19,"A",25000,2,8176.01
"53770","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-25,"A",25000,3,5986.71
"53789","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-15,"A",5000,3,15194.2
"53792","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-15,"A",5000,3,15194.2
"53949","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-17,"A",6000,44,473202.1
"53953","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-24,"A",5000,59,485247.74
"53957","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-24,"A",5000,59,485247.74
"53960","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"B",5000,1,143.29
"53961","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"B",5000,1,143.29
"53962","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"B",5000,1,143.29
"53963","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"B",5000,1,143.29
"53964","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"B",5000,1,143.29
"53970","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-02-19,"B",5000,2,8176.01
"53971","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-02-19,"B",5000,2,8176.01
"53972","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-02-19,"B",5000,2,8176.01
"53980","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-25,"B",5000,3,5986.71
"53981","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-25,"B",5000,3,5986.71
"53987","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-29,"B",5000,2,10194.2
"54009","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"C",5000,1,143.29
"54010","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"C",5000,1,143.29
"54011","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-01-22,"C",5000,1,143.29
"54127","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-18,"C",5000,2,986.71
"54138","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-25,"C",84400,3,5986.71
"54140","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-03-25,"C",5000,3,5986.71
"54151","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-01,"C",25000,2,5326.71
"54168","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-15,"C",5000,3,15194.2
"54181","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-29,"C",5000,2,10194.2
"54182","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-29,"C",5000,2,10194.2
"54183","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-29,"C",5000,2,10194.2
"54184","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-04-29,"C",5000,2,10194.2
"54259","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-05-27,"C",75000,30,188208.77
"54260","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-05-27,"C",10000,30,188208.77
"54289","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-05-27,"C",5000,30,188208.77
"54302","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-03,"C",6000,31,303208.77
"54329","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-17,"C",5000,44,473202.1
"54330","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2004-06-17,"C",5000,44,473202.1
"54437","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-01-27,"A",8000,5,50844.3
"5490708","NEW YORKERS FOR GUN SAFETY",2013-04-15,"A",50000,1,250000
"5490717","NEW YORKERS FOR GUN SAFETY",2013-04-24,"A",25000,3,407200
"5490720","NEW YORKERS FOR GUN SAFETY",2013-05-13,"A",1e+05,2,157200
"55207","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-03-31,"A",10000,53,318491.89
"55210","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-03-31,"A",10000,53,318491.89
"55333","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-02-24,"C",84400,8,65437.51
"55334","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-02-24,"C",84400,8,65437.51
"55351","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-03-17,"C",5000,19,121532.19
"55352","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-03-17,"C",5000,19,121532.19
"55397","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-04-21,"C",45000,123,369226.77
"5547628","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-09-08,"A",50000,26,133822.67
"5547631","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-09-03,"C",75000,26,126800.77
"5547634","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-09-10,"C",40000,29,155466.17
"5547758","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-14,"A",102300,98,749807.52
"5547759","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-16,"A",24000,93,719318.74
"5547762","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-16,"A",20000,93,719318.74
"5547763","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-17,"A",25000,92,719318.74
"5547769","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-09-30,"C",40000,65,257558.67
"5547771","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-09-30,"C",50000,65,257558.67
"5547773","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-02,"C",50000,68,259899.73
"5547792","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-10,"C",50000,92,692789.3
"5547795","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-10,"C",12500,92,692789.3
"5547834","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-06,"G",29240,84,285855.55
"5547835","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-07,"G",29240,90,632894.95
"5547836","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-20,"G",40000,91,709479.34
"5547856","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-21,"C",50000,85,709625.33
"5547861","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-29,"C",47300,71,656657.53
"5547869","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2014-10-27,"C",40000,80,706429.54
"5548131","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-10-07,"C",25000,54,173905.22
"5548184","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-10-23,"C",25000,41,170137.68
"5548191","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-11-06,"C",27450,20,69997.85
"5548240","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-10-20,"G",25333,46,171734.17
"5548249","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-11-02,"G",15094,28,114835.82
"5548310","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2015-02-03,"C",43750,2,14191.36
"5548491","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2016-02-04,"C",12833.33,3,19067.1
"5548496","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2016-02-12,"C",12500,3,19067.1
"5548524","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2016-03-22,"A",25000,13,69458.9
"5548525","WORKING FAMILIES PARTY STATE & LOCAL CAMPAIGN COMMITTEE",2016-03-22,"C",50000,13,69458.9
"55529","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-12,"B",5000,104,69421.35
"55530","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-12,"B",5000,104,69421.35
"55605","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-12,"C",8500,104,69421.35
"55609","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-12,"C",12500,104,69421.35
"55643","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-26,"C",5000,20,16750.74
"55645","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-26,"C",5000,20,16750.74
"55659","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-05-26,"C",10000,20,16750.74
"55677","NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE",2005-06-02,"C",5000,22,14083.35
